date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:52:46	9880/9880	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:44%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/e40d0b89-c0a42acabcb024ae.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/e40d0b89-c0a42acabcb024-13	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:47	9880/9880	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:44%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/39c3adb9-46d5cd0480f38726.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/39c3adb9-46d5cd0480f387-13	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:47	9868/9868	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:45%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/18681-08339c427856a9b9.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/18681-08339c427856a9b9-13	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:47	9932/9932	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:46%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/14517-6d322daf571c69da-14	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:48	9944/9944	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:47%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/39c3adb9-46d5cd0480f38726.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/39c3adb9-46d5cd0480f387-14	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:49	9944/9944	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:47%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/e40d0b89-c0a42acabcb024ae.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/e40d0b89-c0a42acabcb024-14	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:49	9932/9932	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:48%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/18681-08339c427856a9b9.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/18681-08339c427856a9b9-14	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:50	9996/9996	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:48%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/14517-6d322daf571c69da-15	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:51	10008/10008	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:49%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/e40d0b89-c0a42acabcb024ae.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/e40d0b89-c0a42acabcb024-15	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:51	10008/10008	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:49%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/39c3adb9-46d5cd0480f38726.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/39c3adb9-46d5cd0480f387-15	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:52	9996/9996	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:50%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/18681-08339c427856a9b9.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/18681-08339c427856a9b9-15	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:52	10060/10060	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:50%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/14517-6d322daf571c69da-16	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:53	10072/10072	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:51%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/e40d0b89-c0a42acabcb024ae.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/e40d0b89-c0a42acabcb024-16	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:53	10072/10072	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:51%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/39c3adb9-46d5cd0480f38726.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/39c3adb9-46d5cd0480f387-16	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:54	10124/10124	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:52%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/14517-6d322daf571c69da-17	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:54	10060/10060	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:52%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/18681-08339c427856a9b9.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/18681-08339c427856a9b9-16	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:55	10136/10136	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:54%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/e40d0b89-c0a42acabcb024ae.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/e40d0b89-c0a42acabcb024-17	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:55	10136/10136	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:54%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/39c3adb9-46d5cd0480f38726.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/39c3adb9-46d5cd0480f387-17	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:56	10124/10124	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:55%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/18681-08339c427856a9b9.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/18681-08339c427856a9b9-17	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:57	10188/10188	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:55%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/14517-6d322daf571c69da-18	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:57	10200/10200	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:56%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/39c3adb9-46d5cd0480f38726.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/39c3adb9-46d5cd0480f387-18	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
11:52:58	10200/10200	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202025%2014:52:56%20GMT	https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/e40d0b89-c0a42acabcb024ae.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j	/home/mcastro/websites/AntiLipedema/lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/stat/e40d0b89-c0a42acabcb024-18	(from https://lipeteste.dramanucaceres.com.br/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/static/chunks/14517-6d322daf571c69da.js?dpl=dpl_E1DsrdirzPEaXNFBc4c5jY673W5j)
